comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
"এই নিষ্পাপ নিরীহ মা কে যারা গণপিটুনি দিয়ে হত্যা করল ,এই হত্যার দায় কার ।আল্লাহ এই নিষ্পাপ নিরীহ মা কে ,বেহেস্ত নসিব করুক।আমিন ছুম্মা আমিন।",1,1,0,0,0,0
"ভাই এ হত্যার সাথে যড়িত কে কে হাসিনাকে বলতে বলেন??? তিনি লন্ডন  থেকে চিতকা দিয়ে বলবে।।। এ হত্যার সাথে যড়িত হলো।।।  খালেদ, ফখরোল,রেজবি,এরা মোল আসামি।।।। এদের সাথে আছে ছাত্র দল,যোব দল, এদের দৃষ্টান্ত মোলক শাস্তি বেবস্তা করা হবে",0,0,0,0,0,0
আল্লাহ এই নিষ্পাপ নিরীহ মা'কে বেহেস্ত নসিব করুন।আমিন ।,0,0,0,0,0,0
বোন এত কষ্ট পেয়ে মারা গেলি কিছুই করতে পারলাম না আজ চারদিন হয় ঘুমাতে পাড়ি না এই ভিডিও দেখে আল্লাহ তুমি এই বোনেরে জান্নাত দান করুন আমিন।,0,0,0,0,1,1
"যে এলাকায় গণ পিটুনির ঘটনা ঘটবে সেই এলাকায় হালকা পাতলা পুলিশি পেদানি দিতে হবে,,,তা না করলে এই মূর্খ বাঙ্গালিরা মানুষ হবে,,,",0,0,0,0,0,0
"গণপিটুনি দিয়ে মারে নাই ওনাকে,৩-৪ জন মিলেই মেরেছে।।",1,0,0,0,0,0
খেলা হবে এইবার। পিটুনি দেয়ার মজা পাবি।মানুষ দেখলে পিটুনি দিতে মন চায় সালা হারামি সব,1,0,0,1,0,0
"অই শালাগো কিডনি,লিভার চোখ,সব বেইচা বাচ্চাগুলোর  জন্য টাকা দেয়া হোক",0,0,0,0,0,0
প্রাথমিক পর্যায়ে যারা ছিল সবাইকে গ্রেফতার করা হোক,1,0,0,0,1,0
হত্যাকাণ্ডের সাথে জড়িত অমানুষের বাচ্চাদের ফাঁসি চাই ।👏👏👏👏,0,0,0,0,0,0
সবাই গ্রেফতার করে দৃষ্টান্ত মূলক শাস্তি দেওয়া হোক।,0,0,0,0,0,0
মানবতা বলতে মানুষের কিছুই নাই,0,0,0,0,0,0
গুড জব,1,0,0,0,0,0
এখনো বিএনপি জামাতের নাম কেন বলল না বুঝলাম না,0,0,0,0,0,0
৩০২ ধারায় মামলা করা হোক,1,1,1,0,0,0
শুয়োরের বাচ্চাদের যেনো জামিন না হয় আর ফাঁসি হয়।,1,0,0,0,0,0
গ্রেফতার করি কি লাভ।,0,0,0,1,0,0
"আল্লাহ, তাদের মৃত্যু টা ও যাতে গণপিটুনির মধ্যে হয়",1,0,0,0,0,0
"এটা লাগে যে? মগের মূলক হয়েছে। কি ব্যাপার, বাংলাদেশে ভালো মানুষ বেশি বেশি তাই আজ প্রমান পাওয়া যায়।",0,0,0,1,0,0
"আমাদের এলাকায় একটা মেয়ে পাট খেতের পাশে দিয়ে যাচ্ছিলো তখন সে চিৎকার দেয়, সেই চিৎকার শুনে সবাই ভাবে তাকে বোধয় গলা কাটায় ধোরছে। সবাই লাঠি নিয়ে মেয়েটার কাছে গিয়ে জানতে চায় গলা কাটা কোথায় কোন দিকে গেছে।তখন মেয়েটা বলে আমার পায়ে জোকে ধরছে এটা তারাতারি ছারান।কিছু মানুষের আতংকে নামে বিবেক বুদ্ধি লোপ পেয়েছে।যারা সন্দেহের বসে মানুষ খুন করে তাদের ক্রসফায়ার দেয়া হোক।",0,0,0,0,0,0
"সর্ব প্রথম আমি বলব আমরা জারা বেকুব আছি তারাই গন পিটুনি খাচ্চি।মরছি,যেমন আমার গ্রামের মাদ্রাসার একটা ঘটনা বলছি।সেদিন সকালে এক লোক এলো মাদ্রাসায়,বয়স হবে ৫০ এর মতন।কালো।লোকটি যে ক্লাসে হুজুর নাই ওই ক্লাসে গিয়ে বচ্চাদের বলছে তোরা মাত্র এই  কয়েকজন নি।তার পর চলে যাচ্চে দেখল।এক হুজুর,সালাম দিল হুজুর বল্ল মুরুব্বি কার কাছে আসলেন,বলছে না কারো কাছে না।তা হলে এমনিতে আসলাম।আপনার কেউ এখানে পরে?না।বাড়ি কোথায়,কার বাড়িতে আসছেন।কোন উত্তর না দিয়ে চলে গেল।আপনারা বলেন সন্দেহ হয় কি?পড়ে জান্তে পারলাম আরেক বারির মেহমান।,,,, এভাবে কথার মার পেছে পড়ে গন ধোলাই খাচ্চে,মরছে।,,,,,তবে ঠিক না যে সন্দেহ হলে পিঠাতে হবে।,,,,হাতে নাতে বাচ্চা সহ পেলে ওকে পুড়িয়ে মারো,বা তার কল্লাটা কেটে পেল।",1,0,0,0,1,0
বলদ দের বলদের মত করে বুঝাতে হবে।বলবেন সেতুর কোঠিন পাইল বসানো হয়ে গেছে তাইলে থামবে। বলদ গুলায় মনে করে সেতুর কাজ বন্ধ মাথা ছাড়া কাজ হচ্ছে না। আর যারা মাথা কাটা সত্যি ভাবে তাদের লিস্ট করা হোক এরাই দেশের গরব😀।,0,0,0,0,1,0
গণমাধ্যমে বেশি  বেশি প্রচার করতে হবে গুজবে কান না দিতে।প্রশাসন কে পাড়া মহল্লা এবং বাস্তায় টহল পুলিশ বাড়াতে হবে ।কোনও শিক্ষিত জাতী এই রকম জঘন্য বর্বরতা দেখাতে পারে  এই সময় দেখলাম ।বিবেক কোথায় গেছে মানুষের ।,1,1,0,0,1,0
"এর জন্য দুর্বল প্রশাসন দায়ী। প্রশাসনের উপর মানুষের আস্থা নাই, তাই মানুষ আইন নিজের হাতে তুলে নেয়। মানুষ হয়তো মনে করে যে একটা অপরাধীকে পুলিশের হাতে দিলে পুলিশ ঘুষ খেয়ে ছেড়ে দিবে তাই গণপিটুনি দিয়ে এসব করছে।",1,0,0,0,0,0
"উন্নয়ন  দিয়ে কি হবে?   দেশে মানুষ যদি শান্তি মতো বসবাস  ই করতে না পারে?   এমন উন্নয়ন  আমরা চাই না,  আমরা চাই মানুষের নিরাপত্তা,",0,0,0,0,0,0
আইনের প্রতি মানুষের আস্থা না থাকার কারণে মানুষ আইন নিজের হাতে তুলে নিচ্ছে। যার ফলে অপরাধীর সাথে ভাল মানুষও অকারণে প্রান হারাচ্ছে।,1,0,0,1,0,0
প্রতিটি এলাকার মেইন প্রবেশ পথে পুলিশের পাহাড়া বসানো  হক অলটাইম।এছাড়া কোন কারনে একাকার বিতরে বহিরা গত পরিচয় বিহিন লোক আসতে দেওয়া যাবে না ।যদি আসে বা বাচচা হারানি জায় তাহলেতা হলে পুলিশকে গনপিটুনি দেওয়া হবে।এটা করলে ঘটনা নিয়ন্তন হবে আর পুলিশ তাদের জিবনের ভয়ে কঠর পাহারা দিবে।,0,0,0,0,0,0
"সকলকে সচেতন করার জন্য  প্রশাসন থেকে প্রতিটি শহর,  গ্রাম ও মহল্লায় মাইকের মাধ্যমে প্রচারাভিযান করা। সরকারি অাদেশে প্রতিটি মসজিদ, মন্দির ও গির্জায় এ বিষয়ে সচেতনতামূলক কথা বলা। কেননা গ্রামের সকল ভয়ে অাছেন।",0,0,0,0,0,0
জুমার নামাজে বয়ান করা হোক গুজব বিষয়ে।।এলাকাই এলাকাই পুলিশের টহল বাড়ানো হোক।প্রয়োজনে সেনাবাহিনীকে দিয়ে শোডাউন করানো হোক এলাকাই এলাকাই।আইন বিভাগ থেকে বিশ্বাস উঠে যাওয়ার কারণেয় সাধারণ মানুষ এমন কাজে লিপ্ত হচ্ছে।,1,1,0,0,1,0
বলদ দের বলদের মত করে বুঝাতে হবে।বলবেন সেতুর কোঠিন পাইল বসানো হয়ে গেছে তাইলে থামবে। বলদ গুলায় মনে করে সেতুর কাজ বন্ধ মাথা ছাড়া কাজ হচ্ছে না। আর যারা মাথা কাটা সত্যি ভাবে তাদের লিস্ট করা হোক এরাই দেশের গরব😀।,1,0,0,0,0,0
"আমরা আমাদের মতামত জানাবো? তাতে করে লাভ কি হবে ভাই, যেখান আমাদের জীবনেরই কোনো মূল্য নাই সেখানে আবার মতামত",0,0,0,1,0,0
জড়িত সকলের শাস্তির ব্যবস্থা করা,0,0,0,0,0,0
মসজিদের ইমামগন মানুষকে বুঝাইতে হবে যে এসব হত্যা কারীকে আল্লাহ ক্ষমা করবেন না।,0,0,0,0,0,0
"যে কোন গণপিটুনি বা আইন হাতে তুলে  নেওয়া যে অপরাধ, সে বিষয়ে বিভিন্ন টিভি চ্যানেলগুলো বহুল ভাবে প্রচার করে জনগণকে সচতেন করে তোলা।",1,0,0,0,0,0
সরকারকেই উদ্যোগ নিতে হবে..  এই ব্যাপারে সরকারের তেমন ভুমিকা দেখছিনা,1,0,1,1,1,0
যে হালার পুতের গনপিটানি দেয় ওদেরকে ধরে পদ্না সেতুর পিলারে দেওয়া উচিত!,1,0,0,0,1,0
দেশের রিজার্ভ ফোর্স গুলোকি নিতম্বে গাব দিয়ে বসে আছে নাকি তাদের বসিয়ে রাখা হয়েছে ইচ্ছে করেই???,0,0,0,1,0,0
জরিতো দুই একটারে ক্রশফার করতে পারলে একবারে স্টপ হয়ে যাবে।,0,0,0,0,0,0
এলাকায় পুলিশি টহল বাড়ান।,0,0,0,0,0,0
সবাইকে কে সচেতন হতে হবে,1,0,0,0,0,0
"ছেলে ধরা এটাও গুজব, মানুষ মারা যাচ্ছে  এটাও গুজব, কাল্লা কাটা এটাও গুজব। তাহলে ( অাসল) গুজব কোন টা না মিডিয়া প্রচার করছে সেটা।",0,0,0,0,0,0
অপপ্রচার বন্ধ করতে হবে,0,0,0,0,0,0
ফেইসবুকে গুজবকরীদের দ্রুত গ্রেপ্তার করে আইনের আওতায় এনে দৃষ্টান্ত মুলক শাস্তি দিতে হবে।,1,0,0,0,0,1
ডেঙ্গু জ্বরের নাম পরিবর্তন করে সাঈদ খোকন জ্বর রাখা হউক,1,0,0,0,0,0
২ নাম্বার টা সুসংবাদ 😆,0,0,0,0,0,0
"যত দিন আবর্জনা মুক্ত না হচ্ছে রাজধানী,, ততদিন কোন ঔষুধে ডেঙ্গু নিয়ন্ত্রন হবে না,,,",1,0,0,0,0,0
1# বাড়তি ইনকামের  পায়তারা😷,1,1,0,0,1,0
ডেঙ্গু কি ভাবে আমদানি করছিলো সেটা এখনো রিজভী সাহেব বললো না😆,1,0,0,0,0,0
মশা তাড়ানো চিন্তা না করে আদালত পরিচালনা করা অভিনব পদ্ধতি। মাসে কদিন স্পরে করেন শহরে?,1,1,1,0,0,0
বাল পালায় সব উল্টায় পালাবো।  ২ নং দু সংবাদ।,0,0,0,0,0,0
ছেলেধরা সন্দেহে গণপিটুনির সব ঘটনা তদন্তে পুলিশ,0,0,0,0,0,1
"আজ থেকে আটচল্লিশ দিন পর  চাঁদে পা রাখবে ভারত  চন্দ্রযান দুই রকেট উৎক্ষেপণের মাধ্যমে ভারত আজ দ্বিতীয়বারের মতো চন্দ্র অভিযান শুরু করল।     চন্দ্রযান বানাতে ভারতের খরচ হয়েছে মাত্র এক হাজার কোটি টাকা ( যা হলিউডের এভেঞ্জার্স  এন্ড গেম মুভির নির্মান খরচের অর্ধেকেরও কম। এভেঞ্জার্স এন্ড গেম বানাতে খরচ হয়েছিল দুইহাজার একশ ঊনসত্তর কোটি টাকা )    চন্দ্রযানের  পুরো  অভিযানে সামনে থেকে নেতৃত্ব দিয়েছে দুজন ভারতীয় নারী, প্রজেক্ট ডিরেক্টর মুথাইয়া বনিতা ও রীতু  কারিঢাল। চন্দ্র অভিযানের গোটা টিমেও ছিল ত্রিশ জন ভারতীয় নারী   আর বাংলাদেশে?   ভারত যখন চাঁদের দিকে পা বাড়ায় বাংলাদেশ তখন সেতুর পিলার মজবুত করতে বাচ্চাদের মাথা লাগবে গুঁজব বিশ্বাস করে।   কেবল বিশ্বাসই করে না, তাঁরা 'গনধোলাই' দিয়ে ছেলেধরা সন্দেহে একজন মা'কে হত্যা করে, এতিম করে চার বছরের শিশু তোবাকে।   মাত্র এক হাজার কোটি টাকায় ভারত যখন  চন্দ্রযান বানিয়ে মহাশূন্যে উড়ায় বাংলাদেশ তখন ছয় হাজার টাকা দিয়ে বালিশ কিনে।    অর্থাৎ বাংলাদেশের প্রায় ষোল লক্ষ বালিশের টাকায় ভারত চাঁদে পা রাখছে। এক দেশ ঘুমায়, পাশের দেশ মহাশূন্য জয় করে।         ভারতের নারীরা যখন চন্দ্র অভিযানের সফল প্রজেক্ট ডিরেক্টর, বাংলাদেশের নুসরাতকে তখন আগুনে পুরিয়ে মারা হয়, সাত বছরের শিশুকে ধর্ষন করে হত্যা করা হয়, সাকিবের বউকে পর্দা না করার জন্য গালিগালাজ করে ঈমান শক্ত করা হয়।   ক্রিকেট মাঠে আবেগ পুজি করে শ্রেষ্ঠত্বের লড়াই  হয় না  শ্রেষ্ঠত্ব প্রমান হয় জাতিগত কর্মগুণে, মানসিকতায়, মানবিকতায়     #WakeUpBangladesh   - রাফিউজ্জামান সিফাত [Collected]",0,0,0,0,0,0
সাধারন মানুষকে ও সন্দেহ কর গন পিটোনি দেওয়া হচ্ছে কি আজব।,1,0,0,0,1,0
এসব তদন্ত ব্যারিস্টার সুমনকে দিয়ে করলে ভালো হয়।,0,0,0,0,0,0
"বিচার চাই,যারা একটা মিথ্যা গুজবের কারনে নিরপরাধ  মানুষদের  হত্যা করেছে",1,0,0,0,0,0
এসব হচ্ছে বিচার বিভাগের প্রতি মানুষের আস্থাহীনতার বহিঃপ্রকাশ!,1,0,0,0,0,0
গুডজব,1,0,0,1,0,0
অনেক গুজব বিশ্বাসী এবার দিম থেরাপি পাবে!!!,1,0,0,0,0,0
দেখার বিষয় হচ্ছে এটা কি লোক দেখানো নাকি সত্যিই তদন্ত হবে এতগুলো ঘটনার,0,0,0,0,0,0
ok,0,0,0,0,0,0
অবশ্যই ঘটনার তদন্ত হওয়া উচিত,0,0,0,0,0,0
"*** জানি এসব হচ্ছে বিচারহীনতার কারনে বিচার বিভাগের প্রতি মানুষের আস্থাহীনতার বহিঃপ্রকাশ! তারপরেও বলছি, এই মুহূর্তে বন্ধু করুন এই অমানবিক আক্রোশের বহিঃপ্রকাশ! আল্লাহ না করুন কাল আপনি অথবা আপনার পরিবারের কেউ এই হত্যাকাণ্ডের শিকার হতে পারে!! সরকারের হাত পা গুটিয়ে পরিস্থিতি পর্যবেক্ষণের সময় নাই। নাগালের বাইরে চলে যাওয়ার আগেই ফুটেজ দেখে কথিত গণপিটুনির দেনেওয়ালাদের  গ্রেফতার করা হোক!",0,0,0,0,0,0
"আরে ভাই আগে অতি উৎসাহী আম-পাবলিকদের সচেতন করতে হবে,তা নাহলে পুলিশ তদন্ত করতে করতে আরো কত বাচ্চা তাদের মা বাবা হারাবে।আর কতো কালপ্রিট তাদের কার্য হাসিল করে চলে যাবে,তার কোনো হিসাব ও থাকবে না।",1,0,0,0,0,0
এবার চৌকিদারকে দায়িত্ব দেওয়া হবে,1,0,0,0,0,0
দেশ ১ মিনিটে শেষ।। https://youtu.be/Ifmlv5zr-DA #pointchannel1 দেশ ১ মিনিটে শেষ।। https://youtu.be/Ifmlv5zr-DA #pointchannel1,1,1,1,0,1,0
পুলিশ যখন  হারাম জাদা হয় তখন জনগণ  বাপ হয়ে   নিজেরা বাপ হয়ে  আইন হাতে  তুলে  নেয়।,0,0,0,0,0,0
তদন্ত খুবেই জরুরি,0,0,0,0,0,0
ধন্যবাদ,1,0,0,0,0,0
আপনারা মিডিয়া নতুন ঘটনা পেল পুরনো ঘটনা ভুলে যান।,1,0,0,0,0,0
অভিযোগ করে কি হবে ক্ষমতার কাছে সবাই ভয় পায়,1,0,0,0,0,0
চ্যানেলের জনপ্রিয়তা বাড়ানো ছাড়া আর কোনো ফায়দা তো দেখি না জনগণের..,0,0,0,0,0,0
গ্রাম.শালদিঘা।পো.দেওটুকোন।ইউনিয়ন.জারিয়া।উপজেলা.পূর্বধলা।জেলা.নেত্রকোনা।বিভাগ.ময়মনসিংহ।আমাদের গ্রামে বিদ্যুতের কথা বলে ২শ ৮টি পরিবার থেকে ৫হাজার টাকা করে ১০ লক্ষ ৪০ হাজার টাকা তোলা হয়েছে।প্রায় দেড় বছর আগে উদ্ভোধন ও করে ফেলেছেন আমাদের জনদরদি! এমপি জনাব ওয়ারেসাত হুসেন বেলাল বীরপ্রতিক।অথচ আজো বিদ্যুতের কোন খবর নাই।আমরা অসহায়।বলার জায়গা নাই।তাই আপনাদের সাথে শেয়ার করে কিছুটা দুঃখ মোচন করার চেষ্টা করছি।যদি দয়া হয় এই সংবাদটি প্রচার করে আমাদের দুঃখ লাঘবে শরিক হওয়ার অনুরুধ করছি!,0,0,0,0,0,0
"আমি কুড়িগ্রাম জেলা চিলমারি উপজেলা নয়ারহাট ইউনিয়ন থেকে বলছি। দেশে উত্তর বঙ্গে সবচেয়ে বেশি বন্যায় ক্ষতি গ্রস্থ হয় এখানে। অতিরিক্ত বন্যা, নদী ভাঙ্গন সব এক সাথে শুরু হয়েছে। এখানে ১০০ বাড়ির বেশি নদীতে বিলিন হয়ে গেছে। অথচ এর কোন প্রতিরোধের উদ্দেগ নেই। অতিরিক্ত বন্য হওয়ায় প্রত্যেক বাড়িতে পানি উঠে। এবং কি রাতে ঘরে থাকার মতো জায়গাও  নেই। বিশুদ্ধ পানির অভাবে অনেকে অসুস্থ হয়ছে। বন্যা দীর্ঘ দিন স্থায়ী হওয়ায় খাদ্যের সংকট দেখা দিয়েছে। এ অবস্থায় তারা মানবতার জীবন যাপন করছে। এ অবস্থা থেকে উদ্ধার পাওয়ার এখনো কোন উপায় দেখছে না এলাকা বাসি। কর্তূপক্ষের দূষ্টি আকর্ষন করছি। যথাযথ ব্যবস্থা নেওয়া হক দূত।",1,0,0,0,0,0
আপনারা যারা সমস্যার কথা তুলে ধরেছেন তাদের বলছি আপনার জীবন আপনার সন্তানের জীবন শেষ হবে কিন্তু আপনাদের সমস্যা সমাধান হবে না কারন এরা পোষ্ট গুলো দেয় শুধুমাত্র   ব্যাবসার জন্য মানুষের উপকারের জন্য  না,1,0,0,0,0,0
"ভুয়া,,,ভুয়া খবর।।",1,0,0,0,0,0
অামাদের দেশে এত নেতারা থাকতে কেন এত খুন হচ্চে মানুষ হবিগঞ্জ থেকে,0,0,0,0,0,0
হে আল্লাহ তুমি আমার দেশের মানুষ কে বাচাও আমিন,1,0,0,0,0,0
সরল মনে পানি সব ছেড়ে দিচ্ছে আমাদের পাশবর্তি দেশ এটা এমন কোন বেপার না......,1,0,0,0,0,0
সরকার পারেনা কম সুদে তাদেরকে কিস্তি দিতে না তাদেরকে ছেড়ে দিয়েছে কিছু রক্তচোষা এনজিওদের হাতে... অথচ এরাই দেশের 80 ভাগ মানুষ!,1,0,0,0,0,0
"কিস্তি গরিবকে আরো গরিব করে,",1,0,0,0,0,0
ওরা কারা। ভূমিদস্যু।অনেক ক্ষমতাবান।তা হলে নাকে তৈল দিয়ে ঢাকা ছেড়ে দেশের বাডীতে গিয়ে ঘুমান।,0,0,0,0,0,0
দখল মুক্ত করা হোক,0,0,0,0,0,0
টপ,1,0,0,0,0,0
কত কি শেষ করলো আর কি বাকি আছে,1,0,0,0,0,0
আবার খনন করে পুকুর কাটা হোক,0,0,0,0,0,0
মাএ,1,0,0,0,0,0
পমান চান আমি প্রমাণ দিবো,1,0,0,0,0,0
সব কিছু বিএনপির নেতাদের দখলে,1,0,0,0,0,0
উন্নয়ের জোয়ারে,0,0,0,0,0,0
আল্লাহ তুমি তোমার বান্দাদেরকে হেফাজত করেন,0,0,0,0,0,0
মাশাল্লাহ,0,0,0,0,0,0
বুঝলাম না ওদের বিপদে আপনার খুশি হচ্ছেন কেমনে??? আমাদের ইসলাম তো এটা শিক্ষা দেয় না.. আমরা মুসলমান হিসাবে সমবেদনা জানাতে পারি.. ওরা কুকুর হলেও আমরা তো কুকুর হতে পারি না.... আর সব থেকে বড় কথা ওদের ভিতরে তো আমাদের মুসলিম ভাইও আছে.. কি আজব দুনিয়াই বাস করছি আমরা..,0,0,0,0,0,0
আল্লাহ নিশ্চয়ই উত্তম বিচারক,1,0,0,0,0,0
নিঃসন্দেহে আল্লাহপাকের গজব এটা😇,1,0,0,0,1,0
যেইগুলা এই খবরে খুশি হইছে সেইগুলা হলো সবচেয়ে বড় শয়তান...,1,0,0,0,0,0
আল্লাহর গজব,1,0,0,0,0,1
"জামাত শিবির জড়িত থাকতে পারে, জয় বাংলা।",0,0,0,0,0,0
আল্লাহ সবকিছুর মালিক তিনিই যেটা করেন সবার মঙ্গলের জন্য  আল্লাহ  সবাইকে রহমত করুন।,0,0,0,0,0,0
ভাল,1,0,0,0,0,0
বাংলাদেশের সরকার বা বিজেবি ত পারেনা! তাই সীমান্ত সাধারণ মানুষের হত্যার বিচার আল্লাহ ঠাডা দিয়ে পুরন করছে!,1,0,0,0,0,1
"আল্লাহ্ বিচার করছে, ভারত - বাংলাদেশ  সীমান্তে পাখির মত গুলি করে শত শত বাংলাদেশিদের মেরে ফেলে ভারতের BSF?",1,1,0,0,1,1
উগ্র বিজেপি এর হিন্দু গুলো মরুক!!! গরু গু খেয়ে মরুক!!!,1,0,0,0,0,0
"মানুষরা ঠকতে ঠকতে, হারতে হারতে, এতটাই বদমেজাজী স্বভাবজাতে পরিনত হয়েছে যে সুযোগ পেলেই নিজের রাগ অন্যের উপর প্রয়োগ করতে চায় ৷  অনুমান করা যায় দেশে শান্তি নেই, আইনের উপর মানুষের আস্তা নেই, স্বাধীন রাষ্ট্রে বেআইনি নীতিকে আইনি মনে করেন অনেকে ৷ অমানুষ, বেইমান, অশিক্ষিত ও ঙ্গানি মূর্খ দিয়ে ভরে গেছে দেশ ৷ দেশটা (জন্মভূমি) একটা মা আর এটাকে নিয়ে কেউ সেভাবে ভাবতে চায় না ৷",0,0,0,0,0,0
"আবূ হুরায়রা (রাঃ) থেকে বর্ণিত, নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেনঃ ঐ সত্তার কসম! যার হাতে আমার প্রাণ, মানুষের নিকট এমন এক সময় আসবে, যখন হত্যাকারী জানবে না যে, কি অপরাধে সে হত্যা করেছে এবং নিহত ব্যক্তিও জানবে না যে, কি অপরাধে সে নিহত হয়েছে।  - সহীহ্ মুসলিম ৬৯৪৯।",1,0,0,0,0,0
">>আজ পর্যন্ত একটা ধর্ষক কে গণপিটুনি দিতে পারলেন না, কিন্তুু একজন সংগ্রামী মাকে হত্যা করে দু'টি বাচ্চাকে এতিম করে দিলেন।  >>কবে তোরা মানুষ হবিরে, গুজব রটনাকারী...",1,1,0,0,1,0
"এই আধুনিক যোগে মানুষ কি ভাবে এতো বোকামি করে, এগুলা হল মানুষরুপি যানোয়ার গোরুগুলাকে কেনো রাস্তায় ছেড়ে দেওয়া হল, এগুলাকে নিয়ে গোয়াল ঘরে বেদে রাখার যগ্য। একটা মানুষকে যদি সনদেহ হয় তো আগে তাকে ধর ধরে সত্য মিথ্যা যাচাই কর, তারপরে হাকে নাতে প্রমান পেলে যা ইচ্ছা কর,",1,0,0,1,0,0
পতিটা ধর্ষক কে যদি এই ভাবে হত্যা করা হতো..  তাহলে অনেক খুশি হতাম   অন্তত  আমার  বোনেরা  নিরাপদে  ইস্কুল / কলেজে জাইতে পারতো....,1,0,0,0,0,1
"যারা হাতেনাতে প্রমান ছাড়া সন্দেহ করে মেরেছে তাদের বিরুদ্ধে ব্যবস্থা নেওয়া হোক,,, উফস সিসিসিস কারকাছে কি বললাম,,,, যারা মেকাপ করে ক্যামেরা লাইট অ্যাকশন বলে খুন করে তাদেরই কিছু করে না হাহাহাাহাহাাাাাাা রাজাকার!",0,0,0,1,0,0
সব কটাকে আইনের আওতায় আনা প্রয়োজন।। আইন নিজের হাতে তুলে নেওয়া এক অপরাধ আবার নিরীহ মানুষকে মেরে ফেলা আরো বড়ো অপরাধ।।,1,0,0,0,0,1
লজ্জিত আজ জন্মেছি এই দেশে।,1,1,1,0,0,1
"ভালো কথা বাঙ্গালি জাতি চোদায় না সম্মুখে প্রকাশ্য খুনি কে মারতে,,,   প্রমান ছারা যারা এই কাজ গুলো করেছে তারা খুনি,, যেটায় প্রমান পেয়েছে সেটা না হয় ভিন্ন কথা।।",0,0,0,0,0,0
দেশে এই সব কি শুরু হইছে?  ভালো নিরঅপরাধ মানুষ গুলো অকাতরে প্রান দিতেছে।।,1,0,0,0,0,1
এরি নাম বাংলাদেশ।  গুজবের ভিত্তিতে নিরীহ মানুষগুলোকে হত্যা করা হচ্ছে। এরা যদিওবা অপরাধী বা ছেলেধরা হলেও তাদের পুলিশে সোপর্দ করা উচিত।,0,0,0,0,0,0
দেশ আজ কোন দিকে যাচ্ছে ?,0,0,0,0,0,0
"গন পিটুনি দেয়া জাবে না এটাই প্রচার করুন তাতে আপনাদে আয় কমবে না, একজন মনুষকে এ ভাবে মারার অধিকার কারো নেই দেশে আইন আছে।",0,0,0,0,0,0
সচেতনতা বৃদ্ধির জন্য বিভিন্ন ধরনের  পদক্ষেপ নেয়া প্রয়োজন ।,0,0,0,0,0,0
দেশে এই সব কি শুরু হইছে?  ভালো নিরঅপরাধ মানুষ গুলো অকাতরে প্রান দিতেছে।।,0,0,0,0,0,0
"আমার ছোট্ট ৪ বছরের একমাত্র ভাগ্নে আছে কি যে বিপদ এ পরছি,,, বাবু কে নিয়ে কোথাও যেতে খুব ভয় লাগে খুব আতংকে আছি",0,0,0,0,1,0
কোন পাগলের দেশে বসবাস করছি আমরা :( আল্লাহ্ সবাইকে বুঝার শক্তি দাও।,1,0,0,0,0,1
হুজুগে বাঙ্গালীর দেশ,1,0,0,0,1,0
কুকুরের লেজ যেদিন সোজা হবে-ঠিক সেদিনই মানুষ গুঁজবে কান দেয়া ছেড়ে দিবে!,1,1,0,0,1,0
"গুজব ছড়ানোর পেছনে জরিত সকল কনডম দূর্ঘটনাই জন্ম নেয়া মানুষ রূপি অমানুষ গুলাকে গণপিটুনি দিয়ে মারা হোক,,,,",0,0,0,1,0,0
গুজব রটনাকারীদের কে আইনের আওতায় এনে সরাসরি ক্রস করার বিধান চালু করুন।।,1,0,0,0,0,0
"এইসব সাজানো নাটক,,,,, ব্যক্তিগত শত্রুতা গণপিটুনি রূপে রূপান্তরিত হচ্ছে",0,0,0,0,0,0
এই নির্মমতা বন্ধ হোক।,0,0,0,0,0,0
কি আর বলব,1,0,0,0,0,0
"গুজব যারা ছরিয়েছে তাদের মিশন সফল,প্রসাশন ব্যর্থ",0,0,0,1,0,0
যারা পিটাইছে তাদের ক্রস দেয়া হোক,1,0,0,0,1,0
"মানুষ গুলো দিন দিন আবাল হচ্ছে,, শিক্ষার বাড়ছে তাই",0,0,0,0,0,0
হ্যা হটাৎ করে এই ব্যাপারটা এত হতে ধরলো ক্যান?,1,0,0,0,1,1
এখন আমার কাছে মনে হচ্ছে পৃথিবীর মধ্যে সবচেয়ে  অবুদ্ধিমান ও মূর্খ জাতি হলো বাঙালি জাতি।🤬🤬,0,0,0,0,0,0
এই ঘটনা ঠিক হচ্ছে না দেশের জন্য ভালো হবেনা বিপদজনক পরিবেশের সিষ্টি হচ্ছে ।,0,0,0,0,0,0
৭ কলেজের অধিভুক্তি বাতিলের দাবিতে অচল ঢাবি।,1,0,1,0,0,0
হালা  আমার  বড়,1,0,0,0,0,0
আহারে!!! ঢাবির স্টুডেন্ট পরিচয় দিয়ে ভাব দেখানো পোলাপানগুলার কি হবে??? আম ছালা দুই'ই শেষ 😂,1,1,1,0,0,0
