comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
Sala gumah toh,1,0,0,0,0,0
amin saheb er mejaj ekso ekso ?,0,0,0,0,0,0
eigula ki re vai?,0,0,0,0,0,0
Fohinni ,1,0,0,0,1,0
joss chilo,0,0,0,0,0,0
Thik,0,0,0,0,0,0
valo,0,0,0,0,0,0
Hahha,0,0,0,0,0,0
 #punjabi porle emon hoitona.,0,0,0,0,0,0
Direct bollei paro tmi akta chele k jor kore goya mere diye or panjabir opor blame dite chacco .. ?,1,1,1,0,0,0
"Wait wait...eto gali daua thik na....  ?????? ?????? ???,  ????? ???? ???????????, ??????????, ?????????? ? ????????????? ?? ??? (???????, ????? ?? : ????)",0,0,0,0,0,0
Ei first apnr post e love react dilam.Ekdom thik bolsen...... Zara ajaira react kortase tarai rape er chintay thake,1,0,0,0,0,0
Correction koro bhai. Tumi rape korba ki diya bolo j tmk rape korbe. ?,1,0,0,0,0,0
Tmr valo kaj r jnno tmr fan hobo r khrap kaj dekhlei tmk gali dibo aita kmn kotha.. Alwys e tmr fan thakbo,1,0,0,0,0,0
apne bisexual ? bepar nah. apnar fan base andolon korle bd te eta sikriti dibe govt. ?? apnar bisexual fan base niye andolone neme porun ?,1,0,1,0,0,0
?gan ta khub nais lagse? ?music video te 2 ta apu na thkle aro valo hoto? Indian law pass korse Bangladesh nah??,0,0,0,0,0,0
Ami bujhlam na ai gan tar vdo teh prb ta ki!! ? j desher manush cmnt a aisa aivabe gali galaj kore tara abr aisob vdo k oslil bole ???,1,0,0,0,0,0
Its complicated short flim tah toh r realise korlen nah vai,0,0,0,0,0,0
Vabis nah tora valobasha view day. tora haha react dawaer jonno ase. Amer moto.,0,0,0,0,0,0
Ahah? Video lage na vaya amder Lyrics tai drug er Moto. #brownfish ?,0,0,0,0,0,0
"salman to salman I,,,, bangladesh e tomar moto youtuber ar kokhono honena,,,,,love you boss,,,,,rubayet+salman",0,0,0,0,0,0
Salman bhaiya tumi chalaiya jaw eirokom video aro chai jano tomare manus basi basi juta mare r Facebook kitipokher kache anurod roilo jate juta react chalu kore or post e juta react chara kono react dite mone chay na????,0,0,0,0,0,0
"Gotokal comment korsilm song er bpr a,ajke salman apur ??? ???? ????? inbox a boltese Salman best...bujhlm na..inbox a bolar ki ase...Srabuni Jahan Tonni?",1,1,1,0,0,0
 Top Notch ekta content chilo,0,0,0,0,0,0
Tumi ovodro hoila kmne.......a kicu hoye gelo tmi jeciyar pacha 1 inc boro korte paro ni.....abar ovodro......hahahaha,0,0,0,0,1,0
Ami drugs er moto .... baaki tuku video te,1,0,0,0,0,0
Eikhane jotto commenter ra ace sob koita abal. Toder ki kew koice comment korbar??  Parle unfollow kor Khaicchor er dol,1,0,0,0,1,0
Ami ekhon university jaoar jonne ready hobo naki comments  gula porbo .. Amar ajke quiz o ache  .. Salman Muqtadir bhai mogar mogar(mojar) kute kute (cute)comments gula highlights koren :),0,0,0,0,0,0
�Ami DRUGS er moto. Keo chaayna amake niye taader life and time noshto hok.,1,0,0,0,0,0
Comment a sobi galagali kore agula koira ki hoybo parle salman bayer moto kew kisu achieve koira theakha tarpor take kisu kois..,0,0,0,0,0,0
Onk a galagali krtasa vai tra tg familyr putki ta angul da salman vai ar pison laiga tg lav ta ki,1,1,1,0,1,0
Akhn bongo te dhukar dhanday asa.... Amader muqtadir vai ..??,0,0,0,0,0,0
Accha Vai tumar post e etto ha ha ha react pore Kno?,0,0,0,0,0,0
VAI...Salman apnare dekle hingsha hoy apnar kaj gola onk valo bt maje maje chotiya typer kiso kaj koren mone hoy ai buji apner hugay kew bas dilo...,1,1,1,0,1,0
Salman vi tmi asolei joss akta manush mentality onek strong bro tmr,0,0,0,0,0,0
chesra salman ktto bar love you bllm replay dili na ?,1,1,0,0,1,0
"Tmi baal er motho, bakituku amr jainga te?",1,0,1,0,1,0
Ami onek sad. People hate me. Amar Khub kharap laage.,0,0,0,0,0,0
eto lifeless keno tumi? shala -_-,1,0,0,0,1,0
Manus er chinta chetona emn hole ja hoi r kih ? tara comment kore binodon pete kintu celebrity jaigai general kew thakle tr jnno comment gula onk kharap hto life hell korar mtn ?,0,0,0,0,0,0
Vai hate korbei karon hatters na thakle aj kew top YouTuber hote parto na tomi tomar moto agiye jaw #best of luck?,0,0,0,0,0,0
  Amk hate korar moto kew asen?  Thakle reply diyen. ???,0,0,0,0,0,0
gali dou kn ?,0,0,0,0,0,0
golper moto ki mone thakbe sob? naki hariye jabe sob kichu??,0,0,0,0,0,0
Sotti tay.....,0,0,0,0,0,0
faltu,0,0,0,1,0,0
Eta poro,0,0,0,0,0,0
osadharon ekta golpo porlam..writter ar ID link powa jabe????,0,0,0,0,0,0
Darun,0,0,0,0,0,0
Aei pager prottek ta post amer vison pochonder. Khub valo chilo,0,0,0,0,0,0
Sobai nijeke niyei vabe keu Next generation niye vabena re vai ?? ,0,0,0,0,0,0
Jahid mamu France or e news hasa ni?,0,0,0,0,0,0
Amader aishob kichu e lagbena bhai.amader ase mohan chetona.shokal bikal 2 bela niyom kore chetona gule gule shobot khabo.tai to korsi desh shadin ar por taki,0,0,0,0,0,0
Amra fol vog na korlen amader vobissot projonmo humkir mukhe......,1,0,0,0,0,0
osthir????,0,0,0,0,0,0
Are vai onner gf k kn biye krlo,0,0,0,0,0,0
"Sbai etai bole,public kno kichu kore na.public er safety ki keo dibe?je public ei protest korbe,tar porer moment ei public rifat er jaigai jabe",1,0,0,0,0,0
Upnar leka ami sob somoy pori ... balo lage upnar leka... keep it up.. go ahead....... Thns,0,0,0,0,0,0
Dese kono Niyom nai ain nai ase shudu khomotar dapot Allah jenu oder bicar kore,1,0,0,0,0,0
amader deser ain sinkola na thaker karone aj ai porinoti nijer des boltew garna hoi,1,0,0,0,0,0
bah vai!,0,0,0,0,0,0
" osadaron ,, e jonnoi to extreme noise all time  best  ????????",0,0,0,0,0,0
eta ki shotti?0,0,0,0,0,0,0
 amra..... Ami tamim ??,0,0,0,0,0,0
 ami tamim category????,0,0,0,0,0,0
bes chilo,0,0,0,0,0,0
Khubi valo laglo???,0,0,0,0,0,0
Onk balo hoycha...... choker pani ase gacha bai.,0,0,0,0,0,0
sotti khov valo cilo.,0,0,0,0,0,0
Khubi valo laglo,0,0,0,0,0,0
best likcan..,0,0,0,0,0,0
Jotheshto shundor ekta golpo..ar golper chole onek shikkha,0,0,0,0,0,0
 bhai poren taile apnio,0,0,0,0,0,0
Ki ek obstha,0,0,0,0,0,0
awesome.. valo laglo,0,0,0,0,0,0
 vai ei post deikkha jdi kw inspired hoy......taile bki da r na koilm....,0,0,0,0,0,0
Best cilo bhai,0,0,0,0,0,0
"Valovasa roilo.bangladesher cricket ke jevave represent kora hoy football ke temon vabe represent kora hoyna,tai hoyto tara backdate ei theke jay.foot ball ke choriye dewa hok banglar protiti konay.emon soto soto jamal Bhuyan ache edeshe.",0,0,0,0,0,0
 ektu por,0,0,0,0,0,0
Bhai post ta boost kore den ??,0,0,0,0,0,0
dekh tor triangle love.. ,0,0,0,0,0,0
Kotha kinto sotti ??,0,0,0,0,0,0
"Akjon popular hola ,kicu jelous people ata tolerate korta para na ...  Kono na Kono khut bar korar try Kora ..   Ai jonnoi bola .. Bangladesher manush gunir kodor korta Jana na",0,0,0,0,0,0
vaidy.....mehjabin er natok dekho to.....kisuta kanna koro.... ????,0,0,0,0,0,0
kanna chole ashlo .sotti sobai jodi sobar pashe darato duniyata onek sundor hoto,0,0,0,0,0,0
amar pokkho theke lekhika ke ekta thanks deben....,0,0,0,0,0,0
Valo laglo?,0,0,0,0,0,0
Ki sob golpo..shudhu shudhu somoy noshto..,0,0,0,0,0,0
"he he.. esob post porle hasi ase,kew lekhe meyeder dukkher kotha,kew likhe cheleder dukkher kotha...",0,0,0,0,0,0
 keu jate hat na dey...??,0,0,0,0,0,0
dekh obostha...,0,0,0,0,0,0
ki ekta golpo,0,0,0,0,0,0
tmr future ???? vuri samlaia cholba ??,1,0,0,0,0,0
Attempt niso kono din ? Tomar to abar vorsha nai ! Naam o tou tomar sathe mile ?? ,0,0,0,0,0,0
 udvot,0,0,0,0,0,0
Kafi Rehan bhaia!!! Jaid Jim er future!,0,0,0,0,0,0
Kiso osamajik Kotha??????,1,0,0,0,0,0
Right.apnar sathe puro ek mot.amro 2 meya ache tader o ami a vabe daroan er moto pahara do jano kono janoar er chok na pore oder opr.,0,0,0,0,0,0
dekh??  ,0,0,0,0,0,0
500 kore 2ta normal print er 3pis basay pathai dis to...goriber shopping... ?,0,0,0,0,0,0
asole sariter dam 1500 ordhek lose khaice sure....ora jane 5000 blle 3000 hzr blbe r 3000 blle 1500 ,),0,0,0,0,0
akdom amar moto,0,0,0,0,0,0
 Colo akdin shopping a jai ????????,0,0,0,0,0,0
Emon perai amio achi kin2 ki korbo buje uthe parchina,0,0,0,0,0,0
Ami mone kori sontan jodi oporadh kore tar jonno maa baba 50% doshi,0,0,0,0,0,0
Allahr kosom vule tag korsi ,0,0,0,0,0,0
"Sei extreme noise jonhon thake suru tokhon thake  achi,, sob osadabor lekha porai jacche ,,, aj ow porlem,, wow    Thanks ",0,0,0,0,0,0
Shotti likhata osadharon.,0,0,0,0,0,0
poro aita ,0,0,0,0,0,0
Akto kosto koira por ,0,0,0,0,0,0
Ananda Anabil ki obosta bro ? biyer dawat paile kintu miss dewa jabe na . ar ekhno bhor 5 tay tore phn dey nato? :v,0,0,0,0,0,0
"poro ??
",0,0,0,0,0,0
por ,,0,0,0,0,0
 kichu mone pore??????????,0,0,0,0,0,0
 bro ei likhata sera chilo apner ??,0,0,0,0,0,0
  tor obosta ola oile oito pare ??,0,0,0,,0,0
 tor jibon theke neya ??,0,0,0,0,0,0
 eta poro,0,0,0,0,0,0
 Mair khabi .  Dhur,0,0,0,0,1,0
Haslm khub haslm,0,0,0,0,0,0
ami behush,0,0,0,0,0,0
Ek shomoye amio bujhaitam nijeke nah bisshash e shob????????,0,0,0,0,0,0
eto josh kemne hoy,0,0,0,0,0,0
Sagor Askar tomar baccha ei kahini korechilo na bondhu? vabir haat e sedin ki mair tai na kheyechile :v,0,0,0,0,1,0
 mon valo koro ??,0,0,0,0,0,0
ha ha ha,0,0,0,0,0,0
 bhi Shabdan thakio ??????,0,0,0,1,0,0
\ er pichone jemne lagsen apne!   ??????,1,0,0,0,0,0
onk moja paici a,0,0,0,0,0,0
Apnaka onak thanks.,0,0,0,0,0,0
MAGIRPOLA,1,1,0,0,1,0
bodarpola,1,1,0,0,1,0
 ha ha ha kiya dialogue????,0,0,0,0,0,0
Chokher pani ehon koi rakhi...????anonde je pani joima geche ga...??,0,0,0,0,0,0
 vai sotti naki???,0,0,0,0,0,0
Aha re lojja,0,0,0,0,0,0
Cader der thatta kora hoise?,0,0,0,0,0,0
Sadhon,0,0,0,0,0,0
 Khan ki obostha? :D,0,0,0,0,0,0
vai ... Binodon nen!! ,0,0,0,0,0,0
kothin akta post at least bcs system k bash deoar moto akta bash..ae bcs system tai batil kore deoa ucit...engr hoa jai police r doctor hoa jai magistrate...angul fule kola gach howar moto bepar...eta Kora ucit subjective kichu,1,0,0,0,0,0
Vai mon thika boltesi shei lagse lekha ta,0,0,0,0,0,0
 tr jnno ak balti afsos,1,0,0,0,0,0
 ki korlaaaaa miaaaa,0,0,0,0,0,0
 Eita ki chilo?????,0,0,0,0,0,0
 ki valo likhsis vai???,0,0,0,0,0,0
eida ki chilo xD,0,0,0,0,0,0
 tumi ar bia korte parla na...,1,0,0,0,0,0
Ore kahini...... Fb e ID remove koira bia korte jamu,0,0,0,0,0,0
Golpota chole. Kintu vai tar boyos bollen 62. R sonsar korse 41. Abar biya hoise 15.16 bosore taile kono mil to pailam na,0,0,0,0,0,0
Bhai ki bolbo bhasa harai pelci,1,0,0,0,0,0
amon akkhan biya ami o korte chai ????????,0,0,0,0,0,0
Hoite pare kintu! ??,0,0,0,0,0,0
Orey shushu re??,0,0,0,0,0,0
xoss,0,0,0,0,0,0
  valo kicu korte khoma sundor na holeo chole??,0,0,0,0,0,0
valo silo,0,0,0,0,0,0
0Vai haste haste sesh.,0,0,0,0,0,0
 amar eirokom ekta ram chagol chai! ??????,1,0,0,0,0,0
 pore dakh. Hahahahaaa,0,0,0,0,0,0
 ota foria dekho je funny,0,0,0,0,0,0
Esfar Tahmid Milon por valo lagbe,0,0,0,0,0,0
Balo hoichy,0,0,0,0,0,0
 ami ar amar jamai,0,0,0,0,0,0
 sule thik same dst????,0,0,0,0,0,0
 beparta dekho... ??????,0,0,0,0,0,0
 Haste haste moris na amr ??,0,0,0,0,0,0
baaler voxod er golpo ??,1,1,0,0,1,0
 por eida togo vaggeo jno emon iii poree??????,0,0,0,0,0,0
 amra kintu onk vodro pap jeno na hoy amdr dara ??,1,0,0,0,0,0
 dekhen r bhaben bhabi emon hoile kamon hoito...????,0,0,0,0,0,0
Jannatul Arpi TA aita por ar poira ko kaar loge mile ????????,0,0,0,0,0,0
 moja pabi,0,0,0,0,0,0
How amazingly people can be brainless in this era eta vebei amr kosto hocche!!!,1,0,0,0,0,0
" shono,  vuleo eigula korbana ??",0,0,0,0,0,0
ahare bechara,1,0,0,0,0,0
Ananto Ahad tor bou emon hobe,0,0,0,0,0,0
 Eishob Ki porlam ami Bechara to onek koshte ache ???????????????????????????????? Erokom hole ki cholbe,0,0,0,0,0,0
 tomar kopal e kharabi ase!!??????  ,0,0,0,0,0,0
Oshadharon ??,0,0,0,0,0,0
apu dekho??,0,0,0,0,0,0
"Nam ""Pagoler heda mohajon"" dis, arekta hole.",1,0,0,0,0,0
haha...mojar silo,0,0,0,0,0,0
vai amader  barite akta onustan ace apnaDer dawhat roilo.......london take amar vai asece,0,0,0,0,0,0
Bangladesh hoile apnarai age galita diten??,1,0,0,0,0,0
aita ki banano golpo na reality ?,0,0,0,0,0,0
channi ar lokjon onek manobik,0,0,0,0,0,0
 hasa ni?,0,0,0,0,0,0
Khub valo,0,0,0,0,0,0
 ei page ta follow kor.,0,0,0,0,0,0
Nostalgic hoye gelam.,0,0,0,0,0,0
upopadyo 23.  Jur sale za ase  bejur sale ta asena,1,0,0,0,0,0
School life e fira gelam....??,0,0,0,0,0,0
 Class 6 -10 katiye diyechi,0,0,0,0,0,0
bou amr jutishi na holei holo...????,0,0,0,0,0,0
writer id ta jana thakle janaben plz,0,0,0,0,0,0
" tor bukher majhe til ase,character less ??????",1,0,0,0,1,0
Pearl Drops f Dekho toh til kothay kothay ache,0,0,0,0,0,0
Darrrruunnn ????????????????????????,0,0,0,0,0,0
 tor student tor loge emn kore na to? xD,0,0,0,0,0,0
lame bt best   hasanor jonno lame ei valo ??,0,0,0,0,0,0
Ei post ta extreme noise er standard er sathe gelo na...,0,0,0,0,0,0
Erkm kn hoy? ????,0,0,0,0,0,0
Onoboddho,0,0,0,0,0,0
Onek valo silo likhata ??????,0,0,0,0,0,0
Por eita..shundor ,0,0,0,0,0,0
ami toh kicchoi bojtase nah,0,0,0,0,0,0
haha.. ki din ailore..,1,0,0,0,0,0
Abal bangali bole kotha,1,0,0,0,1,0
Moja pailam??????,0,0,0,0,0,0
osthir sundor..lekha..,0,0,0,0,0,0
Sundor :),0,0,0,0,0,0
Chorom binodon!!!!????????????????,0,0,0,0,0,0
josh chilo ??????,0,0,0,0,0,0
Hahahahaha plastic er chulkani hat ??????????,1,0,0,0,0,0
vlobasa amn hole.. chokhe jol chole ase :'( :p,0,0,0,0,0,0
"Darun, osadharon golpo",0,0,0,0,0,0
Valo chilo ??,0,0,0,0,0,0
Hasbo na kadbo na phone dure kothaw chure fele dibo vebe passina.   Anyway we want justice!,0,0,0,0,0,0
Duniyai kicu holei victim blame beshi hoi...cele hok ba mey.... :(,1,0,0,0,0,0
Just wow cilo likata????????,0,0,0,0,0,0
vai kotha sotto.???,0,0,0,0,0,0
Amiooooo,0,0,0,0,0,0
"Cheater meye somajey komna...Meye boley maf kore dewar kisu nai..cheater is only cheater it has no gender??
",0,0,0,0,0,0
Are kisu din por shob university eie rokom hobe......,0,0,0,0,0,0
haste haste more gesi,0,0,0,0,0,0
Valo lagche.... Dagaye den...,0,0,0,0,0,0
Atai bangladesh.akhane mohan chetona bastobayon kora hoyesa.Ar ki chai.,0,0,0,0,0,0
Ei ek story puro sob jay gay.... Writer to robi thakur hye jacce,0,0,0,0,0,0
Onk onk vlo laglo,0,0,0,0,0,0
O Allah amr kolijai laglo!!!,0,0,0,0,0,0
Cls 5a Ami English e 92 paisilam...,0,0,0,0,0,0
Taokey tokiey kao suki soy na,0,0,0,0,0,0
Top fan na but 14 theke achi.,0,0,0,0,0,0
Ha valou hoi,0,0,0,0,0,0
Darun....onnno jogote cole gelan.. ??,0,0,0,0,0,0
hmmmmmm eta e baba,0,0,0,0,0,0
Dada Hoi picci tar   eXtReMe NoIsE,0,0,0,0,0,0
" bhai, dekhen to bepar ta!!",0,0,0,0,0,0
bastobota theke jokhon golpo uthe ase sey golpe onno rokom ekta feeling kaj kore ja prokash korar vasha thakena... ??,0,0,0,0,0,0
Khub Mon choya golpo... Chomotkar ekta movie kora jabe...,0,0,0,0,0,0
Khub vall lagse...poro tmro valo lagbe Sanghoti ,0,0,0,0,0,0
poira dkis....,0,0,0,0,0,0
Valo manusher likha valoi hoy..????,0,0,0,0,0,0
"Bah, valo lagche!! bapar ta atae...??",0,0,0,0,0,0
Prothom 2 para porei bujhte parsi this is mighty mustain,0,0,0,0,0,0
Golper finishing ta shurutai bujhe gasilam,0,0,0,0,0,0
extreme thrills er taste pelam!!!,0,0,0,0,0,0
60% copy kora??????,0,0,0,0,0,0
Ei A plus er shohor e 2 koti bekaar,1,0,0,0,0,0
"Majhe modhe apni kishu dordanto ktha bolen ,,,ar jnnoi apnek amr vlolage ??????",0,0,0,0,0,0
Hahahaha ekdom.youtoub ar scandal cahra tmio bekar ??,1,0,0,0,0,0
Manush atoh faltu kno hoi..normal aktah post ato baje cmnt kore ki buija...nh dekhle parle ignore krte proh..hudaw pagoler motoh aisha baje cmnt krbo,1,0,0,0,0,0
Salman muktadir 1st youtuber... Salman k mon theke janai respect?? Salman muktadir tmi tmr moto agiye jao notun kichu dekhao amra tmke support kori,0,0,0,0,0,0
tumi to bekar na vaya onk kam kaj tomar,0,0,0,0,0,0
vai apnr (motivetional) video dekhar por ami eishob xm ar study nia tenson kori na . Ektai dream bodybuilding,0,0,0,0,0,0
Muslim Vaiti manush ke motivate korte giye bash kheye ekhon demotivate korar poth beche niyechen. Kew Ameen na bole jaben na ??,1,0,0,0,0,1
Thik bolsos vai..Love and respect from ,0,0,0,0,0,0
oi 2 crore bekar er uchit jessica'r sathe tumar moto porn toire kora. tumi A+ paile bolio. desh ekta educated porn star dekhte chayyy.,1,0,1,0,0,0
Paser basar aunt wants to know your location ????,0,0,0,0,0,0
"A+ k akdom valueless mone korata bokami coz creativity, abilities, skills,moral values,  agula shob education ar maddhome o orjon hoy",0,0,0,0,0,0
Apni nije toh ekta college dropout lmao A+ pawar khushi ki bujhben?,1,0,0,0,1,0
Ai baba buke ai... ,0,0,0,0,0,0
As salamualaikum salman vai ...ur legend ...plz abar YouTube e.  Videos upload koro vai.....dese onk abal YouTuber.  Asce tmi jawar por    plz vai aso abar ????????,1,0,0,0,1,0
"Bujsi Jashia nai 1.31 min o nai,akha coltase motivational kotha batra boila tk income er danda kortesa polada??",0,0,0,0,0,0
�aapnar jodi 1 koti bhokto thake tader moddhe Ami onnotomi...� and more,0,0,0,0,0,0
Tahole ki manus higher educated hobe na!!!?.,0,0,0,0,0,0
 eto porashuna kore kono luv nei graduation complete kora chele meye 10/12k er job kore...even eto kom salary teo oneke job e pacche na...,0,0,0,0,0,0
Ki khali senti status dao! Emnitei bhallagena,1,0,0,0,0,0
. A plus  eta faultu,0,0,0,0,0,0
. Saala nije ki koros oyta Dak .,1,1,0,0,1,0
Hi sonaymal muqtadir... Kamon aso ekta gf vaw kore dew na... Khali kiss kormu r kichu na.. Biswas...,1,0,1,0,0,0
Shobar modhhe jodi ego thake tahole bekar thakbena keno bro ? ??  Kono kaj e choto na ?? ey gaan shobai re daan tailei ar 2 koti bekaar thakbena,0,0,0,0,0,0
"Govt. oder ke area 51 ee pathabe ig,prolly to invade ??",0,0,0,0,0,0
Tmr kisu kaam koektare vaag koiraa dilei paro BekaRotto kombo ektu holeo,0,0,0,0,0,0
 Bhai tumi bekar  :-) are nahole bhai tumi kache ashonuh pant tah khulo nuh,1,0,0,0,0,0
Aj theke 20year agae to kono 10year old er meye rape hoito naa. Karon tokhon shob may modesty maintain korto ! dress rape hoar jonno indirectly reason . Apni too ekta murkho taai eygula bhujben naa . Ar apnar jara follower taraw murkho ! Kono bhalo Imander r Smart manush apnake support korbe naa . Karon tara jane apni eyshob kotah bolee meyeder k half-naked banaite chaan ! ?? . Bhai just eytukui bolbo only Islamic Rules can stop the rape !,1,0,1,0,0,0
pornfish tumar moke aisob kotha manai nh.tumi jarokom baikka tumar kotha gola tumr moto bikka.by the way ato kotha nh bhole akta kotha bholbw only the Islamic rules can stop the rape.Rape korla shobar samne ghola khata hok.,1,0,1,0,1,0
"Hey guys tomra j Jessy Jessy boltiso kno boloto . ager nijer pachay gu mucho tarpor onner nm a bolte ASO .  r akhane salman onno kth bolse so plz .. Murkho ,kamla kothakar",1,1,0,0,0,0
". ami akta suggestion dite pari, apnara jeheto bd er nami dami celebrity apnara jodi ai bpr a noise koren tahole saita onk loud hobe, apnara sorkar k bolen, ""sorkar bd te sex free kore den"" muslim country howar por o j jei rokom khushi dress porte pare tahole sex free kora hole mohabharot osuddo hobe na. tahole hoito ba ai pap kicu ta holeo kome jabe. tokhon kew dud dekhe uttejito hoiye hoito rape korbe na.r bisar er kotha vole jan, karon j desh a dhorson er pokkhe lawyer pawoa jay sei desh a at least bisar asa kora jay na. This is my opinion. ??",1,1,1,0,0,1
Kichu ajob Bangali cmnt dekhlam?? Jata eikhne negative kotha gula bolchen... Tader moto mentality manush gulay main karon... Cz tara social Media tei bok bok korte pare...shmne shahosh nai...takay..thake... Aj jodi opn e kawak kubano..hoy takie thakben apnra.   Se kharap hok ba valo hok... Se to tar joto tuko shamortho ache poritibad korche Amra pashe darate pari na....?? Culaki amdr khub... Molom lagan??,1,0,0,0,0,1
bro tomi 1 minutes 22 sec er video te viral hoye jessia apure tu sesh korso..abar rape niye post o daw.. Hahaha what a humanity.,1,0,1,0,0,0
"right,,,,,, amaro same question..... chelera mone kore meyera choto choto kapor pore bole rape hoy kintu bastob e borka pora, choto baby, porda kora mohila, bura mohilarao rape hoy er karon ki,,, karon holo somaj e etoe janoyar der moto dekhte purush hoye gese jara khub nilojjo ar behaya????????",1,0,1,0,0,0
Lol eita Bangladesh ekhane rape korbe eitai niyom amra just comment and post e korte parbo kono step nite parbo na or neoar try korbo na. Lol amra just rape houa dekhbo atkabo na Lol,1,0,1,0,0,1
Jeshob meyera baje dress pore nijeder show off kore tara nijerai nijeder bilaye dey onno rich people er kase and jeshob chesra chotolok public ase tara haat er nagale jader paye tader rape kore.,1,0,1,0,0,0
Vaya manush jai boluk tmr fan asi always takbo jai hoye jak...ar tmr moto ei rokom bable ei deshe ar rape hoito na...love and respect my bro??,0,0,0,0,0,0
Hmmm ..vai ....eta akhn desh k gras kore feleche Kichu ekta krte hobe ...?? eisb dhorker ki ma meye bon nai ...?? manus kmne esb krte pare ..omanus gula sob .,0,0,0,0,0,0
"Bhai,amar mone hoy e deshe porn dekha halal kore dek !! Ontoto jate porn deikha uttejona shesh korte pare !!! Jate meye gula rehaai pay !!",1,0,1,0,0,0
Manlam Salman kharap but apnara j gali dicchen apnara ki dudhe dewa tulsi pata? Ekbar inbox er chatlist dekhle bola jaito k kotota valo..unak attention dicchen kn ignore koren na taholei to hoy..gali diye pobitro hoitese ekek jon.??,1,0,0,0,0,0
elakar kichu chamar pati youthuber ache jader Channel e 100 ta subscriber (suscriber) er moddhe 50 ta nijeder gmail id diye subscribe kora. Tara abar ashe Salman Mohammad Muqtadir ke nia troll korte. Shala chamar ??,1,0,0,0,1,0
"Aita hocche amdr shomaj .... J kono vhalo kotha bolbe tar pichone khaye na khaye poire jabe ... Are Salman ja korse ta toh fact na the thing is o ja boltese ta thik , sheta k appreciate na koire Jessica maraitese .... Now tell me something o ki Jessica k rape korse ?? Though I don't like Salman but in this case I really appreciate him ....",1,0,1,0,0,1
Bangladesher 1 no porn star hlo salman..hete abr advice de.. mon theke vlobastam jei din sunchi jessia er putki te mukh diche sei din theke hate kori baldare..,1,0,1,0,1,0
VAIA R8 bolso je jai boluk  tmi r8 shala murkhor bachcha ra ki bujhbe tmi ki likhso. R ora je necket vdo dekhe oita kichuna. R tmi iktu halka patla vdo bnaia ei obostha,1,1,0,0,1,0
   Facebook e boshei shomaaj kollaan marao tomra. Lol,1,0,0,0,0,0
Rapist  ar tomar  mohde difference hoise tomi valovasha  dekiye koro tarpor kheye  chere dao  ?? Uff salman ki je joss ??,1,0,0,0,1,0
But jodi oi meye gula bole dito je ke private parts niye kotha boltesilo oder moddhe koyekjon mile shei meye ke group kore rape korto je salman muqtadir er kase amader insult korse that's why... Nijeke bachanor jonno meye ra eshob dekheo silent thake...eta chara aar korar kisu nai o????,0,0,0,0,0,0
Ami apnar page r niyomito follower noi..Sudhu ekta jinis e mon e hoi apnak deke j apni vul deshe jonmechen! Aajker ei post ta r jnno onek respect...look the comments even such kind of posts!   Such a shame here!,0,0,0,0,0,0
Tmi vaiya tmr video te bolte parba mama  orange colour jama pora meye tar back (pacha) dekh nah!!!! R school er chele ra ektu boro boro bolse deikha tmi ekdm buija gco rape hoy keno ??,1,0,1,0,0,0
Irrelevant comment kore ki prove korte chacche tarai jane.. Salman er onk action e pochondo na. Tobe ei video te bangladesh er sobcheye boro sotti ta tule dhorse. Ar beshi kichu korte hobe na. ei video er comment dekhlei enough bangladesh er manush eto achoda keno bujha jabe. #rip_bangladesh,1,0,0,0,0,1
Kotha gulo full logic chilo and bastobbadi kotha but jati hisebe amra banggali amra kisui bujar try na kore past Niye pore thaki se jnno Vai tomar kotha sobar mathai dukbe na,0,0,0,0,0,0
150 Ta  k khaisilo bhai?,0,0,0,0,0,0
comment section ey nah ashle bujhtey Partam nah Bangladesh ey ettwwwwww gulo illiterate people ache?? (For those) Etah toh tmdr pochonddo hobe nah?? salman jessia'r kothay kothay touch korchilo ar oigula niye koto gulo troll ber hoichilw just oiguloy pochonddo hobe ?? And 68% kamla here this comment section??,1,0,0,0,1,0
"Dud dekha gele to bolboi dud dekha jay. nije age thik how bujco balpakna, r dud dekhaile bedroom e dekhaite boilo rasta ghate na. cholo usa er style a r rape hoile din ses a bisar sao saudi style a tai na.",1,1,1,0,1,0
"Public je kmn ta bujha jay karo comments deklei, kichu bujhuk ba na bujhuk faw ajaira kichu kotha batra bolai lagbe, vdo tay ki niye kotha bolice r cmnt a ki boltice public, hayre jonota upsos kuttar lej jindigiteo soja hobe na",1,0,0,0,0,0
Shala rape niya toh kono motivational video banas nai banaichos 18+ video ar ekhn assho boyan dite . Valo kichu video baniye parle young der kichu sikhan nahole ei vondami gula bad den . Lojja howa uchit,1,0,0,0,0,0
aro koyekta kamla ekhon abar eirokom ekta post eo haha react ditesey :3 bhai you can't  spell Bangladesh without kamla :3,1,0,0,0,1,0
I think ei bepar ta ektu jana dorkar j meye gula keno chup chilo.. because ora protest korlo chilla falla korlo whatever it is..the boys will definitely harm the girls afterwards..ora hoytw bhoye chup chilo cz amio emon onek scenes dkhsi meye gula chup chaap just Toller kore gese just to save their security..tara ekhon chilla falla korle pore chele gula meye gula k harm korto you never know..meye der k proper security deya hok.. voice kivabe raise hoy tokhon hoyto dekhba,0,0,0,0,0,0
